,Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
188,2.4,4,1,80.0,7.9,1,147,400.0,0,175,7,13.2,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 2.4L GX2 Diesel (4X4),114700.0,0,0
190,2.2,4,0,90.0,7.5,1,130,320.0,1,150,2,14.0,6.363,2.05,2.76,4.035,17000.0,Peugeot Boxer 2021 2.2L Diesel (L4H3),114900.0,0,0
194,1.6,4,0,50.0,6.7,0,110,155.0,0,190,5,12.0,4.67,1.814,1.461,2.686,568.0,Skoda Octavia 2021 Ambition 1.6,85470.0,0,0
195,1.6,4,0,50.0,6.7,0,110,155.0,0,190,5,12.0,4.67,1.814,1.461,2.686,568.0,Skoda Octavia 2021 Active 1.6,70455.0,0,0
196,2.0,4,0,72.0,10.2,0,240,366.0,0,200,5,7.6,5.153,2.177,1.541,2.868,569.0,Ford Taurus 2021 2.0L EcoBoost Ambient ,127050.0,0,0
197,2.0,4,0,72.0,10.2,0,240,366.0,0,200,5,7.6,5.153,2.177,1.541,2.868,569.0,Ford Taurus 2021 2.0L EcoBoost Trend ,135174.0,0,0
198,2.0,4,1,50.0,7.2,0,153,196.0,0,208,5,9.8,4.625,1.775,1.455,2.67,460.0,Subaru Impreza 2021 2.0i Standard,85800.0,0,0
199,2.0,4,1,50.0,7.2,0,150,196.0,0,208,5,9.8,4.625,1.775,1.455,2.67,460.0,Subaru Impreza 2021 2.0i-S (with Sunroof),108900.0,0,0
200,3.0,4,1,76.0,10.0,1,134,294.0,0,170,5,15.0,5.295,1.86,1.785,3.095,1100.0,Isuzu D-MAX 2021 3.0L Double Cab 2WD,77000.0,0,0
202,2.7,4,1,80.0,10.7,0,164,245.0,1,165,5,11.9,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.7L S GLX Double Cab M/T (4x4),130295.0,0,0
203,1.6,4,0,53.0,6.1,0,165,240.0,0,206,7,9.2,4.641,1.844,1.646,2.84,952.0,Peugeot 5008 2021 1.6T Allure,125375.0,0,0
206,2.4,4,1,80.0,6.8,1,147,400.0,1,175,5,13.2,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.4L S GLX Double Cab DSL M/T (4x4),142025.0,0,0
207,2.4,4,1,66.0,9.6,0,167,227.0,0,175,5,12.0,4.5,1.81,1.695,2.64,398.0,Suzuki Grand Vitara 2021 2.4L DLX (5 Door) ,99935.0,0,0
208,3.6,6,1,60.0,9.9,0,257,350.0,2,240,5,7.2,4.795,1.839,1.5,2.75,506.0,Subaru Legacy 2021 3.6L  R-S,126500.0,0,0
209,2.5,4,1,60.0,8.5,0,168,235.0,0,196,5,9.9,4.595,1.796,1.686,2.64,974.0,Subaru Forester 2021 2.5i Premium,115500.0,0,0
210,1.5,4,1,56.0,7.3,0,170,275.0,0,190,5,9.3,4.65,1.844,1.661,2.725,846.0,Chevrolet Equinox 2021 1.5T LT (AWD),130790.0,0,0
211,2.0,4,1,63.0,7.3,0,150,196.0,2,194,5,10.4,4.465,1.8,1.615,2.665,1240.0,Subaru XV 2021 2.0L-S EyeSight ,117695.0,0,0
214,2.4,4,1,51.0,9.5,0,180,237.0,0,180,5,9.9,4.394,1.874,1.645,2.636,770.0,Jeep Compass 2021 2.4L Longitude (4x4),103950.0,0,0
215,2.7,4,1,80.0,10.9,0,164,245.0,0,170,5,12.9,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.7L S GLX Double Cab (4x4),135700.0,0,0
216,2.8,4,1,80.0,7.7,1,174,450.0,1,180,5,11.1,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.8L GLX Single Cab M/T (4x4),113390.0,0,0
217,2.8,4,1,80.0,7.7,1,174,450.0,1,180,5,11.1,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.8L S GLX Double Cab DSL M/T (4x4),146280.0,0,0
222,1.5,4,0,56.0,5.4,0,198,260.0,0,195,5,7.5,4.89,1.86,1.45,2.83,473.0,Honda Accord 2021 1.5T EX,138485.0,0,0
223,1.5,4,0,56.0,5.4,0,198,260.0,0,195,5,7.5,4.89,1.86,1.45,2.83,473.0,Honda Accord 2021 1.5T EXL,145409.0,0,0
224,2.4,4,1,80.0,7.8,1,147,400.0,0,170,5,12.8,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.4L S GLX Double Cab (4x4),147315.0,0,0
225,3.5,6,0,60.0,7.0,0,298,356.0,0,235,5,6.3,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 3.5L Grande (298 HP),135254.0,0,0
226,2.5,4,0,50.0,4.5,2,212,221.0,2,200,5,9.1,4.885,1.84,1.445,2.824,427.0,Toyota Camry 2021 2.5L Grande Hybrid (212 HP),136392.0,0,0
230,3.0,6,1,70.0,13.6,0,215,285.0,0,182,7,9.7,4.785,1.815,1.8,2.8,131.0,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top,136400.0,0,0
231,3.0,6,1,70.0,13.6,0,215,285.0,0,182,7,9.7,4.785,1.815,1.8,2.8,131.0,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium ,143000.0,0,0
232,3.0,6,1,70.0,13.6,0,215,285.0,0,182,7,9.7,4.785,1.815,1.8,2.8,131.0,Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium ,143000.0,0,0
235,3.6,6,0,73.0,8.4,0,310,361.0,0,208,8,8.0,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LS (FWD),118619.0,0,0
236,3.3,6,0,70.0,9.4,0,284,336.0,0,235,5,7.2,4.97,1.87,1.47,2.855,451.0,Kia Cadenza 2021 3.3L GDi Mid,137610.0,0,0
237,3.3,6,0,70.0,9.4,0,284,336.0,0,235,5,7.2,4.97,1.87,1.47,2.855,451.0,Kia Cadenza 2021 3.3L GDi Top,137610.0,0,0
238,1.6,4,0,53.0,6.0,0,165,240.0,0,205,5,9.0,4.447,1.841,1.615,2.675,520.0,Peugeot 3008 2021 1.6T GT Line,144238.0,0,0
239,3.6,6,1,70.0,11.0,0,285,353.0,0,180,4,7.0,4.237,1.875,1.869,2.459,898.0,Jeep Wrangler 2021 3.6L V6 Sport (2-Door),159390.0,0,0
240,2.8,4,1,80.0,8.0,1,174,450.0,0,175,5,10.8,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.8L GLX Single Cab (4x4),118335.0,0,0
241,2.8,4,1,80.0,8.0,1,174,450.0,0,175,5,10.8,5.335,1.815,1.815,3.09,900.0,Toyota Hilux 2021 2.8L S GLX Double Cab DLS (4x4),152835.0,0,0
243,2.4,4,0,70.0,9.5,0,170,225.0,0,189,7,10.2,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Top (FWD),99500.0,0,0
245,2.5,4,0,61.3,6.3,0,188,244.0,2,220,5,8.0,4.869,1.85,1.44,2.825,517.0,Nissan Altima 2021 2.5 SV,107300.0,0,0
247,1.4,4,0,60.0,7.5,0,170,250.0,0,220,5,8.2,4.351,1.798,1.465,2.634,350.0,Alfa Romeo Giulietta 2021 Super,110000.0,0,0
248,1.4,4,0,60.0,7.5,0,170,250.0,0,220,5,8.2,4.351,1.798,1.465,2.634,350.0,Alfa Romeo Giulietta 2021 Super,110000.0,0,0
249,1.8,4,0,60.0,7.5,0,241,340.0,0,244,5,6.0,4.351,1.798,1.465,2.634,350.0,Alfa Romeo Giulietta 2021 Veloce ,143000.0,0,0
251,2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.65,1.844,1.661,2.725,846.0,Chevrolet Equinox 2021 2.0T Premier (AWD),143000.0,0,0
252,1.5,4,0,52.0,6.1,0,120,151.0,0,170,5,12.3,4.096,1.765,1.653,2.519,346.0,Ford EcoSport 2021 1.5 Titanium,143550.0,0,0
253,1.8,4,0,58.0,8.8,0,177,245.0,0,180,5,10.0,4.65,1.85,1.705,2.7,590.0,Changan CS75 2021 1.8T GDI Full Option  (2WD),86906.0,0,0
254,1.8,4,1,58.0,8.8,0,177,245.0,0,180,5,10.0,4.65,1.85,1.705,2.7,590.0,Changan CS75 2021 1.8T GDI Full Option (AWD),98291.0,0,0
255,1.2,4,0,50.0,4.9,0,109,175.0,0,195,5,9.9,4.255,1.79,1.452,2.637,380.0,Volkswagen Golf 2021 1.2 TSI SEL,143550.0,0,0
257,2.5,4,1,58.0,7.0,0,188,251.0,0,200,5,7.5,4.55,1.84,1.675,2.7,506.0,Mazda CX-5 2021 2.5L Full Option (AWD),144650.0,0,0
259,3.6,6,0,70.0,8.3,0,305,356.0,0,220,5,6.8,5.113,1.854,1.496,2.837,532.0,Chevrolet Impala 2021 3.6L LT,146190.0,0,0
260,2.5,4,0,58.0,6.8,0,188,251.0,0,210,5,7.6,4.55,1.84,1.67,2.7,965.0,Mazda CX-5 2021 2.5L GS (FWD),108570.0,0,0
261,3.5,6,0,70.0,9.7,0,286,338.0,0,230,5,7.4,4.99,1.875,1.47,2.885,515.0,Hyundai Azera 2021 3.5L V6 Base,116600.0,0,0
262,3.5,6,0,70.0,9.6,0,286,338.0,0,230,5,7.4,4.99,1.875,1.47,2.885,515.0,Hyundai Azera 2021 3.5L V6 Mid,130900.0,0,0
263,3.5,6,0,70.0,9.6,0,286,338.0,0,230,5,7.4,4.99,1.875,1.47,2.885,515.0,Hyundai Azera 2021 3.5L V6 Mid,130900.0,0,0
264,3.5,6,0,70.0,9.6,0,286,338.0,0,230,5,7.4,4.99,1.875,1.47,2.885,515.0,Hyundai Azera 2021 3.5L V6 High,158400.0,0,0
265,3.0,6,0,70.0,10.7,0,250,285.0,0,230,5,7.4,4.93,1.865,1.48,2.845,515.0,Hyundai Azera 2021 3.0L V6 ,113080.0,0,0
266,3.0,4,1,87.0,8.5,1,161,400.0,0,175,7,11.7,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 3.0L TX (Diesel),168953.0,0,0
267,2.4,4,1,70.0,9.6,0,170,225.0,0,189,7,10.0,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Top (AWD),109500.0,0,0
268,2.4,4,1,70.0,9.6,0,170,225.0,0,189,7,10.0,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 2.4L Base (AWD),97500.0,0,0
270,2.4,4,0,55.0,9.2,0,172,225.0,0,170,7,11.2,4.83,1.8,1.695,2.9,1087.0,Honda Odyssey J 2021 2.4 EX V,151190.0,0,0
271,2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L TX,149030.0,0,0
273,3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLE2 (FWD),129938.0,0,0
274,2.5,4,0,60.0,7.3,0,168,230.0,0,180,5,10.1,4.524,1.838,1.701,2.69,456.0,Ford Escape 2021 2.5L S,150150.0,0,0
275,1.6,4,0,53.0,6.1,0,165,240.0,0,206,7,9.2,4.641,1.844,1.646,2.84,952.0,Peugeot 5008 2021 1.6T GT Line,141625.0,0,0
276,3.3,6,1,70.0,10.3,0,290,342.0,0,200,7,8.5,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Base (AWD),99500.0,0,0
277,3.3,6,0,70.0,10.1,0,290,342.0,0,200,7,8.7,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Base (FWD),97500.0,0,0
278,2.4,4,1,51.0,9.5,0,180,237.0,0,180,5,9.9,4.394,1.874,1.645,2.636,770.0,Jeep Compass 2021 2.4L Limited (4x4),131890.0,0,0
279,2.4,4,1,51.0,9.5,0,180,237.0,0,180,5,9.9,4.394,1.874,1.645,2.636,770.0,Jeep Compass 2021 2.4L Limited (4x4),131890.0,0,0
280,2.4,4,1,51.0,9.5,0,180,237.0,0,180,5,9.9,4.394,1.874,1.645,2.636,770.0,Jeep Compass 2021 2.4L Trailhawk (4x4),126500.0,0,0
281,4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L VX1 (4X4),147777.0,0,0
283,2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain 2021 2.0T SLT (AWD),155650.0,0,0
284,2.0,4,0,56.0,7.0,0,247,370.0,0,205,5,5.8,4.89,1.86,1.45,2.83,473.0,Honda Accord 2021 2.0T Sport,159275.0,0,0
285,3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Longitude,120890.0,0,0
286,3.8,6,1,82.0,12.7,0,270,362.0,0,200,7,9.0,4.88,1.915,1.81,2.895,331.0,Kia Mohave 2021 3.8L Base,136175.0,0,0
288,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT (AWD),158290.0,0,0
289,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT (AWD),158290.0,0,0
292,3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 1LT,166980.0,0,0
293,4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L VX2 (4X4),153698.0,0,0
294,3.3,6,0,80.0,10.8,0,276,336.0,0,210,7,8.2,5.115,1.983,1.74,3.06,960.0,Kia Grand Carnival 2021 3.3L GDI L,98890.0,0,0
295,3.3,6,0,80.0,10.8,0,276,336.0,0,210,7,8.2,5.115,1.983,1.74,3.06,960.0,Kia Grand Carnival 2021 3.3L GDI EX,123750.0,0,0
296,3.3,6,0,80.0,10.8,0,276,336.0,0,210,7,8.2,5.115,1.983,1.74,3.06,960.0,Kia Grand Carnival 2021 3.3L GDI SXL,154809.0,0,0
297,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L LX,171980.0,0,0
298,2.0,4,0,69.6,13.8,0,250,377.0,0,200,5,7.5,4795.0,2179.0,1735.0,2850.0,1111.0,Ford Edge 2021 Ambient ,159500.0,0,0
299,5.3,6,1,136.0,15.6,0,285,413.0,0,180,6,7.8,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 4.3L V6 WT,131612.0,0,0
301,3.0,4,1,87.0,8.5,1,161,400.0,0,175,7,11.7,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 3.0L TXL (Diesel),181022.0,0,0
302,2.7,4,1,87.0,12.4,0,164,246.0,0,170,7,13.5,4.76,1.885,1.845,2.79,742.0,Toyota Land Cruiser Prado 2021 2.7L TXL1,163489.0,0,0
303,3.6,6,1,70.0,11.0,0,285,353.0,0,180,4,7.0,4.237,1.875,1.869,2.459,898.0,Jeep Wrangler 2021 3.6L V6 Sahara (2-Door),185900.0,0,0
307,3.6,6,2,70.0,10.7,0,292,353.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L SXT (Base),121275.0,0,0
308,2.5,4,0,61.3,6.3,0,188,244.0,2,220,5,8.0,4.989,1.83,1.44,2.825,517.0,Nissan Altima 2021 2.5 SL,126473.0,0,0
309,1.4,4,0,50.0,4.7,0,150,250.0,0,216,5,8.2,4.258,1.799,1.492,2.62,380.0,Volkswagen Golf 2021 1.4 TSI SEL,166650.0,0,0
310,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L LT Full Option (AWD),168190.0,0,0
311,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L Premium (AWD)  ,187000.0,0,0
312,3.6,6,1,73.0,9.0,0,310,361.0,0,208,8,7.7,5.189,1.996,1.795,3.071,651.0,Chevrolet Traverse 2021 3.6L High Country (AWD),214500.0,0,0
313,2.5,4,1,60.0,7.3,0,172,235.0,2,198,5,10.2,4.82,1.84,1.605,2.745,1801.0,Subaru Outback 2021 2.5i S AWD,135300.0,0,0
314,2.0,4,1,59.0,7.4,0,252,352.0,0,200,5,7.5,4.63,1.839,1.661,2.725,838.0,GMC Terrain Denali 2021 2.0T (AWD),149600.0,0,0
315,4.0,6,1,80.0,12.6,0,235,376.0,0,187,7,9.0,4.795,1.855,1.835,2.75,348.0,Toyota Fortuner 2021 4.0L VX3 (4X4),164172.0,0,0
316,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L EXL,183530.0,0,0
317,1.5,3,0,51.0,5.7,0,136,220.0,0,200,5,9.6,4.299,1.822,1.822,2.67,450.0,Mini Countryman 2021 Cooper,173250.0,0,0
318,3.6,6,0,70.0,8.3,0,305,356.0,0,220,5,6.8,5.113,1.854,1.496,2.837,532.0,Chevrolet Impala 2021 3.6L Premier,174790.0,0,0
321,3.6,6,2,93.0,10.5,0,290,366.0,0,197,7,7.5,5.075,1.925,1.801,3.045,487.0,Dodge Durango 2021 3.6L SXT Plus (RWD),146685.0,0,0
322,2.0,4,1,60.0,9.2,0,265,350.0,0,240,5,6.3,4.595,1.795,1.475,2.65,460.0,Subaru WRX 2021 2.0T  Premium,145530.0,0,0
325,3.2,6,1,60.0,10.1,0,272,316.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Trailhawk,151800.0,0,0
326,2.5,4,1,74.0,8.5,0,226,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T LTD (AWD),155100.0,0,0
327,2.5,4,1,74.0,8.5,0,230,420.0,0,210,7,8.4,5.075,1.969,1.716,2.93,407.0,Mazda CX-9 2021 2.5T Signature Edition (AWD),179190.0,0,0
328,2.5,4,0,60.0,7.3,0,168,230.0,0,180,5,10.1,4.524,1.838,1.684,2.69,456.0,Ford Escape 2021 2.5L SE,179850.0,0,0
329,3.6,6,0,72.0,8.8,0,310,366.0,0,210,7,6.8,4.917,1.915,1.676,2.858,362.0,GMC Acadia 2021 3.6L SLT1 (FWD),148390.0,0,0
330,3.6,6,1,70.0,11.0,0,285,353.0,0,185,5,7.0,4.173,1.877,1.842,2.423,362.0,Jeep Wrangler Unlimited 2021 3.6L V6 Sport ,166000.0,0,0
331,4.0,6,1,87.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L V6 TXL1,187169.0,0,0
336,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L SXT,141625.0,0,0
337,3.2,6,1,60.0,10.1,0,271,324.0,0,185,5,8.4,4.624,1.86,1.681,2.718,841.0,Jeep Cherokee 2021 3.2L Limited ,139590.0,0,0
338,2.0,4,0,66.0,6.0,0,190,320.0,0,235,5,7.7,4.861,1.871,1.427,2.842,563.0,Volkswagen Arteon 2021 2.0 TSI Elegance (190 HP),183299.0,0,0
339,3.6,6,2,70.0,10.7,0,292,353.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L SXT premium ,173250.0,0,0
340,2.0,4,1,60.0,7.4,0,180,320.0,0,208,5,7.7,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L SE ,149159.0,0,0
342,2.5,4,2,80.0,9.8,0,164,226.0,1,170,5,12.0,5.171,1.811,1.719,3.197,1180.0,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X2 M/T,194535.0,0,0
343,2.5,4,1,80.0,10.4,0,164,226.0,1,170,5,12.0,5.171,1.811,1.719,3.197,1180.0,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T,194535.0,0,0
344,2.2,4,1,80.0,7.8,1,118,285.0,1,160,5,12.5,5.171,1.811,1.719,3.197,1180.0,Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T,194535.0,0,0
345,3.2,5,1,80.0,9.0,1,200,470.0,0,175,5,10.6,5.362,1.976,1.816,3.221,1180.0,Ford Ranger 2021 3.2L Wild Trak 4X4,194535.0,0,0
347,3.5,6,0,74.0,12.0,0,280,355.0,0,180,8,7.0,5.183,1.995,1.767,3.0,1093.0,Honda Odyssey 2021 3.5L Touring,210095.0,0,0
348,2.0,4,1,66.0,6.4,0,220,350.0,0,245,5,7.0,4.869,1864.0,1.469,2.841,625.0,Skoda Superb 2021 2.0 TSI Style,118965.0,0,0
349,2.0,4,1,66.0,6.4,0,220,350.0,0,245,5,7.0,4.869,1864.0,1.469,2.841,625.0,Skoda Superb 2021 2.0 TSI Style Plus,138600.0,0,0
350,2.5,4,1,60.0,8.5,0,168,235.0,0,196,5,9.9,4.595,1.796,1.686,2.64,974.0,Subaru Forester 2021 2.5i Sport,126500.0,0,0
351,2.5,4,1,60.0,8.5,0,168,235.0,0,196,5,9.9,4.595,1.796,1.686,2.64,974.0,Subaru Forester 2021 2.5i Sport,126500.0,0,0
352,3.6,6,1,70.0,11.0,0,285,353.0,0,180,4,7.0,4.237,1.875,1.869,2.459,898.0,Jeep Wrangler 2021 3.6L V6 Rubicon X (2-Door),217800.0,0,0
354,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L GT,190575.0,0,0
355,3.6,6,2,72.0,10.0,0,335,383.0,0,250,4,5.1,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 3.6L 3LT,196900.0,0,0
356,3.6,6,2,93.0,11.0,0,295,353.0,0,197,7,7.6,5.11,1.925,1.847,3.043,487.0,Dodge Durango 2021 3.6L GT(RWD),169785.0,0,0
360,4.0,6,1,138.0,13.4,0,271,385.0,0,200,8,11.0,5.095,1.98,1.93,2.85,455.0,Toyota Land Cruiser 2021 4.0L GXR1,205272.0,0,0
361,5.7,8,2,72.0,12.4,0,363,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300C 2021 5.7L V8 Luxury ,196350.0,0,0
362,5.7,8,2,72.0,12.4,0,363,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300S 2021 5.7L V8 Luxury ,187110.0,0,0
363,2.0,4,1,90.0,11.0,0,248,355.0,0,200,7,12.0,4.856,1.926,1.9,2.8,750.0,Haval H9 2021 Dignity ,119300.0,0,0
364,2.0,4,1,90.0,11.0,0,248,355.0,0,200,7,12.0,4.856,1.926,1.9,2.8,750.0,Haval H9 2021 Dignity Panoramic,125051.0,0,0
365,2.0,4,1,90.0,11.0,0,248,355.0,0,200,7,12.0,4.856,1.926,1.9,2.8,750.0,Haval H9 2021 Comfort ,110100.0,0,0
366,2.0,4,1,90.0,11.0,0,251,350.0,0,240,7,12.0,4.856,1.926,1.9,2.8,750.0,Haval H9 2021 2.0L Luxury (4WD),128502.0,0,0
367,2.0,4,1,90.0,11.0,0,251,350.0,0,240,7,12.0,4.856,1.926,1.9,2.8,750.0,Haval H9 2021 2.0L Luxury (4WD),128502.0,0,0
368,2.0,4,0,50.0,6.3,0,230,350.0,0,248,5,6.4,4.362,1.799,1.482,2.626,380.0,Volkswagen Golf 2021 GTI Package 1 (230 HP),202950.0,0,0
369,4.0,6,1,87.0,13.0,0,271,381.0,0,200,7,9.0,4.99,1.885,1.889,2.79,742.0,Toyota Land Cruiser Prado 2021 4.0L V6 VX1,201287.0,0,0
370,3.6,6,1,93.0,10.0,0,290,350.0,0,190,5,8.3,4.828,1.943,1.792,2.916,782.0,Jeep Grand Cherokee 2021 3.6L Laredo,150150.0,0,0
376,5.3,8,1,136.0,13.4,0,355,518.0,0,172,6,9.0,6.128,2.063,1.915,3.987,1727.0,Chevrolet Silverado 2021 5.3 V8 Trail Boss,207790.0,0,0
377,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L R-Line,189000.0,0,0
378,2.0,4,1,60.0,7.8,0,220,350.0,0,220,5,6.5,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L R-Line,189000.0,0,0
379,3.8,6,1,82.0,12.7,0,270,362.0,0,200,7,9.0,4.88,1.915,1.81,2.895,350.0,Kia Mohave 2021 3.8L Top,184685.0,0,0
380,2.0,4,1,60.0,7.4,0,180,320.0,0,208,5,7.7,4.486,1.839,1.646,2.681,615.0,Volkswagen Tiguan 2021 2.0L SEL,162624.0,0,0
381,3.6,6,2,70.0,10.2,0,305,363.0,0,200,5,6.6,5.027,1.923,1.46,2.95,459.0,Dodge Challenger 2021 3.6L Supertrack S,210650.0,0,0
382,3.6,6,1,70.0,11.0,0,285,353.0,0,185,5,7.0,4.173,1.877,1.842,2.423,362.0,Jeep Wrangler Unlimited 2021 3.6L V6 Sahara,192000.0,0,0
384,3.6,6,2,70.0,10.7,0,292,353.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L SXT Plus,152460.0,0,0
385,3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GT,146685.0,0,0
386,3.6,6,2,70.0,10.7,0,300,358.0,0,210,5,6.5,5.04,1.905,1.479,3.052,455.0,Dodge Charger 2021 3.6L GT Premium ,173250.0,0,0
387,2.0,4,0,50.0,6.3,0,230,350.0,0,248,5,6.4,4.362,1.799,1.482,2.626,380.0,Volkswagen Golf 2021 GTI Package 2 (230 HP),211200.0,0,0
388,3.3,6,1,70.0,10.3,0,290,342.0,0,200,7,8.5,4.801,1.89,1.684,2.77,1050.0,Kia Sorento 2021 3.3L Top (AWD),132300.0,0,0
389,3.3,6,1,70.0,10.3,0,265,335.0,0,200,7,8.5,4.78,1.89,1.69,2.78,1050.0,Kia Sorento 2021 3.3L Mid Option (AWD),119000.0,0,0
390,3.5,6,1,107.0,12.3,0,400,650.0,0,190,8,6.0,5.636,2.029,1.941,3.343,592.0,Ford Expedition 2021 3.5L EcoBoost Platinum,214335.0,0,0
392,2.0,4,0,54.0,7.2,0,247,350.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T5 FWD Momentum ,195000.0,0,0
393,2.0,4,1,60.0,7.2,0,250,350.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T5 AWD R Design,195000.0,0,0
394,2.0,4,1,60.0,7.2,0,250,350.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T5 AWD R Design,195000.0,0,0
395,2.0,4,0,54.0,7.2,0,190,300.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T4 FWD Momentum,195000.0,0,0
396,2.0,4,0,54.0,7.2,0,190,300.0,0,230,5,6.5,4.425,1.91,1.652,2.702,460.0,Volvo XC40 2021 2.0T T4 R Design ,195000.0,0,0
397,1.4,4,1,64.0,6.5,0,150,250.0,0,217,5,7.6,4.385,2.019,1.608,2.603,460.0,Audi Q3 2021 35 TFSI quattro (150 HP),206800.0,0,0
